orderID,price,quantity,type,side,fullyFilled
5017,74214,342,0,1,1
5017,74187,500,0,0,1
3273,74208,18,1,1,1
5017,74208,18,1,0,0
4764,74209,104,1,1,1
5017,74209,104,1,0,0
3098,74209,271,1,1,1
5017,74209,271,1,0,0
4540,74209,19,1,1,0
5017,74209,19,1,0,1
5017,74217,115,0,1,1
3098,74184,229,0,0,1
4764,74185,349,0,0,1
4764,74218,348,0,1,1
3430,74207,120,1,0,0
4764,74207,120,1,1,1
4764,74212,115,0,1,1
4764,74184,103,0,0,1
4764,74188,480,0,0,1
3430,74207,75,1,0,1
3273,74207,75,1,1,0
3273,74207,48,1,1,1
3430,74207,48,1,0,0
4540,74209,246,1,1,0
3430,74209,246,1,0,1
3046,74189,293,1,0,0
3430,74189,293,1,1,1
3430,74187,241,0,0,1
3273,74186,415,0,0,1
3046,74189,103,1,0,1
4764,74189,103,1,1,0
3648,74189,125,1,0,1
4764,74189,125,1,1,0
3075,74189,245,1,0,0
4764,74189,245,1,1,1
4764,74185,266,0,0,1
4764,74185,359,0,0,1
3648,74216,293,0,1,1
3046,74212,312,0,1,1
3046,74216,426,0,1,1
3046,74216,479,0,1,1
3046,74214,154,0,1,1
7459,74176,422,0,0,1
4764,74192,138,1,0,1
7459,74192,138,1,1,0
3075,74189,94,1,0,0
7459,74189,94,1,1,1
7459,74222,401,0,1,1
4764,74186,437,0,0,1
4764,74182,252,0,0,1
7459,74205,322,1,1,0
3046,74205,322,1,0,1
3273,74180,236,0,0,1
7459,74205,125,1,1,1
3711,74205,125,1,0,0
4540,74209,41,1,1,1
3711,74209,41,1,0,0
1642,74209,138,1,1,1
3711,74209,138,1,0,1
3711,74215,427,0,1,1
1642,74212,236,0,1,1
3430,74190,214,1,0,0
4540,74190,214,1,1,1
4540,74183,268,0,0,1
1997,74220,357,0,1,1
1642,74214,248,0,1,1
3298,74209,314,1,1,1
1642,74209,314,1,0,0
1712,74209,78,1,1,0
1642,74209,78,1,0,1
1997,74213,247,0,1,1
4540,74186,204,0,0,1
4540,74182,429,0,0,1
1997,74185,202,0,0,1
1997,74188,121,0,0,1
4540,74184,484,0,0,1
5500,74189,453,0,0,1
1997,74206,156,1,1,1
3298,74206,156,1,0,0
1642,74207,34,1,1,0
3298,74207,34,1,0,1
3711,74187,118,0,0,1
7459,74215,400,0,1,1
3298,74181,427,0,0,1
3430,74190,140,1,0,0
1997,74190,140,1,1,1
5500,74179,323,0,0,1
3370,74180,380,0,0,1
1642,74207,100,1,1,1
3370,74207,100,1,0,0
1712,74209,206,1,1,1
3370,74209,206,1,0,0
3292,74209,20,1,1,0
3370,74209,20,1,0,1
3370,74219,451,0,1,1
3370,74181,268,0,0,1
3370,74217,468,0,1,1
3292,74209,305,1,1,0
1712,74209,305,1,0,1
1712,74185,253,0,0,1
1642,74214,193,0,1,1
1642,74216,236,0,1,1
5500,74184,306,0,0,1
5500,74213,421,0,1,1
5500,74187,227,0,0,1
3046,74182,239,0,0,1
3046,74181,365,0,0,1
3046,74218,485,0,1,1
4764,74223,186,0,1,1
1919,74182,266,0,0,1
1919,74182,147,0,0,1
3292,74209,74,1,1,1
1919,74209,74,1,0,0
5267,74209,34,1,1,0
1919,74209,34,1,0,1
3292,74215,149,0,1,1
5267,74209,159,1,1,0
3292,74209,159,1,0,1
3292,74183,360,0,0,1
215,74216,268,0,1,1
6519,74213,420,0,1,1
3698,74216,306,0,1,1
3698,74184,470,0,0,1
3698,74223,232,0,1,1
4262,74183,305,0,0,1
4262,74214,147,0,1,1
5812,74179,307,0,0,1
322,74180,314,0,0,1
5226,74176,223,0,0,1
5226,74181,354,0,0,1
5739,74219,350,0,1,1
7486,74174,342,0,0,1
215,74207,388,1,1,0
7486,74207,388,1,0,1
7486,0,0,1,0,1
7486,74213,149,0,1,1
5388,74219,325,0,1,1
4899,74186,375,0,0,1
4899,74182,479,0,0,1
5388,74179,286,0,0,1
7486,74215,141,0,1,1
7486,74182,115,0,0,1
5388,74205,152,1,1,0
7486,74205,152,1,0,1
7486,74179,268,0,0,1
7486,74180,128,0,0,1
6337,74175,103,0,0,1
7486,74183,460,0,0,1
7486,74183,274,0,0,1
7486,74213,145,0,1,1
7486,74187,446,0,0,1
7424,74186,432,0,0,1
5388,74205,257,1,1,1
7486,74205,257,1,0,0
215,74207,32,1,1,1
7486,74207,32,1,0,0
4899,74208,159,1,1,0
7486,74208,159,1,0,1
7486,0,0,1,0,1
7486,74217,369,0,1,1
7486,74179,168,0,0,1
7486,74215,187,0,1,1
7486,74212,372,0,1,1
7486,74182,300,0,0,1
7486,74183,497,0,0,1
7486,74187,358,0,0,1
4764,74194,358,1,0,0
7486,74194,358,1,1,1
4764,74194,100,1,0,1
7486,74194,100,1,1,0
7424,74194,133,1,0,1
7486,74194,133,1,1,0
1642,74192,31,1,0,0
7486,74192,31,1,1,1
7424,74221,394,0,1,1
7424,74216,110,0,1,1
7424,74182,156,0,0,1
7486,74205,166,1,1,1
4764,74205,166,1,0,0
4899,74208,116,1,1,1
4764,74208,116,1,0,0
5267,74209,19,1,1,1
4764,74209,19,1,0,0
5713,74209,120,1,1,0
4764,74209,120,1,0,1
4764,74182,453,0,0,1
4764,74214,268,0,1,1
5267,74182,237,0,0,1
4764,74206,292,1,1,0
7486,74206,292,1,0,1
215,74216,472,0,1,1
1642,74192,81,1,0,1
5739,74192,81,1,1,0
1919,74192,132,1,0,1
5739,74192,132,1,1,0
6519,74192,280,1,0,0
5739,74192,280,1,1,1
5739,74194,361,1,0,1
1919,74194,361,1,1,0
6519,74192,16,1,0,0
1919,74192,16,1,1,1
1919,74183,433,0,0,1
1919,74218,471,0,1,1
5739,74181,443,0,0,1
5739,74212,144,0,1,1
1642,74186,316,0,0,1
1642,74185,211,0,0,1
1642,74186,313,0,0,1
4764,74206,84,1,1,1
215,74206,84,1,0,0
5713,74209,130,1,1,1
215,74209,130,1,0,0
186,74209,42,1,1,0
215,74209,42,1,0,1
6519,74192,3,1,0,1
215,74192,3,1,1,0
3430,74190,12,1,0,1
215,74190,12,1,1,0
7459,74190,228,1,0,0
215,74190,228,1,1,1
215,74213,414,0,1,1
7459,74190,23,1,0,1
215,74190,23,1,1,0
1712,74190,256,1,0,0
215,74190,256,1,1,1
7459,74179,296,0,0,1
7459,74186,302,0,0,1
3430,74178,222,0,0,1
205,74223,336,0,1,1
205,74188,394,0,0,1
4886,74188,333,0,0,1
3430,74184,365,0,0,1
3430,74185,477,0,0,1
1712,74190,152,1,0,1
4886,74190,152,1,1,0
3292,74190,244,1,0,1
4886,74190,244,1,1,0
7360,74190,54,1,0,0
4886,74190,54,1,1,1
4886,74187,297,0,0,1
4886,74184,270,0,0,1
5688,74217,234,0,1,1
339,74174,100,0,0,1
3430,74203,131,1,1,1
339,74203,131,1,0,0
7459,74206,156,1,1,1
339,74206,156,1,0,0
186,74209,33,1,1,0
339,74209,33,1,0,1
7459,74218,459,0,1,1
339,74208,193,1,1,1
3430,74208,193,1,0,0
186,74209,280,1,1,0
3430,74209,280,1,0,1
3430,74182,328,0,0,1
339,74186,265,0,0,1
339,74185,193,0,0,1
3430,74216,489,0,1,1
1712,74183,329,0,0,1
186,74209,116,1,1,1
5713,74209,116,1,0,0
2145,74209,175,1,1,0
5713,74209,175,1,0,1
5713,0,0,1,0,1
5713,74187,446,0,0,1
5713,74214,261,0,1,1
5713,74179,418,0,0,1
2145,74209,185,1,1,0
5713,74209,185,1,0,1
779,74222,226,0,1,1
1712,74187,430,0,0,1
1712,74219,363,0,1,1
4764,74214,438,0,1,1
511,74177,416,0,0,1
511,74214,186,0,1,1
511,74215,144,0,1,1
1642,74212,274,0,1,1
1642,74186,159,0,0,1
5226,74213,469,0,1,1
5226,74181,469,0,0,1
1712,74205,176,1,1,1
5226,74205,176,1,0,0
2145,74209,105,1,1,0
5226,74209,105,1,0,1
5226,0,0,1,0,1
5226,74218,113,0,1,1
6519,74195,366,1,0,0
1712,74195,366,1,1,1
5532,74216,231,0,1,1
1712,74185,362,0,0,1
322,74183,464,0,0,1
322,74188,159,0,0,1
322,74184,307,0,0,1
1712,74215,178,0,1,1
5812,74179,478,0,0,1
6519,74195,130,1,0,1
1300,74195,130,1,1,0
511,74191,245,1,0,0
1300,74191,245,1,1,1
1300,74217,295,0,1,1
4534,74210,456,0,1,1
5226,74208,361,1,1,1
4534,74208,361,1,0,0
2145,74209,11,1,1,0
4534,74209,11,1,0,1
4534,74183,373,0,0,1
4534,74212,458,0,1,1
511,74191,172,1,0,1
5226,74191,172,1,1,0
322,74191,101,1,0,0
5226,74191,101,1,1,1
6519,74183,471,0,0,1
2145,74209,23,1,1,1
6519,74209,23,1,0,0
5500,74209,106,1,1,1
6519,74209,106,1,0,0
7486,74209,281,1,1,1
6519,74209,281,1,0,0
205,74209,2,1,1,0
6519,74209,2,1,0,1
6519,74182,409,0,0,1
205,74209,277,1,1,1
6519,74209,277,1,0,0
3430,74209,209,1,1,0
6519,74209,209,1,0,1
6519,74181,183,0,0,1
6519,74215,175,0,1,1
322,74191,82,1,0,1
6519,74191,82,1,1,0
7360,74190,56,1,0,0
6519,74190,56,1,1,1
3058,74215,478,0,1,1
3058,74184,267,0,0,1
6519,74220,460,0,1,1
6519,74187,208,0,0,1
6519,74213,463,0,1,1
6519,74187,419,0,0,1
6519,74212,385,0,1,1
6519,74216,500,0,1,1
3430,74209,207,1,1,1
322,74209,207,1,0,0
779,74209,128,1,1,0
322,74209,128,1,0,1
322,74184,112,0,0,1
6519,74208,141,1,0,1
3430,74208,141,1,1,0
7360,74190,118,1,0,0
3430,74190,118,1,1,1
779,74209,29,1,1,1
3430,74209,29,1,0,0
5226,74209,152,1,1,0
3430,74209,152,1,0,1
3430,74215,208,0,1,1
996,74188,230,0,0,1
3430,74184,424,0,0,1
996,74208,243,1,1,0
3430,74208,243,1,0,1
3430,74215,249,0,1,1
3430,74215,270,0,1,1
3430,74181,222,0,0,1
996,74208,202,1,1,1
3430,74208,202,1,0,0
5226,74209,189,1,1,0
3430,74209,189,1,0,1
3430,74216,261,0,1,1
996,74191,450,1,0,0
779,74191,450,1,1,1
779,0,0,1,1,1
779,74180,173,0,0,1
779,74187,406,0,0,1
4410,74189,191,0,0,1
5226,74209,56,1,1,1
4410,74209,56,1,0,0
5532,74209,258,1,1,1
4410,74209,258,1,0,0
3280,74210,137,1,1,0
4410,74210,137,1,0,1
3280,74210,75,1,1,1
4410,74210,75,1,0,0
3520,74210,101,1,1,0
4410,74210,101,1,0,1
996,74191,15,1,0,1
4410,74191,15,1,1,0
7360,74190,147,1,0,1
4410,74190,147,1,1,0
7424,74190,101,1,0,0
4410,74190,101,1,1,1
4410,74181,408,0,0,1
3520,74210,115,1,1,0
4410,74210,115,1,0,1
4410,74213,382,0,1,1
4410,74218,104,0,1,1
7360,74209,183,1,1,1
996,74209,183,1,0,0
3520,74210,141,1,1,1
996,74210,141,1,0,0
1954,74210,90,1,1,0
996,74210,90,1,0,1
7424,74190,102,1,0,1
996,74190,102,1,1,0
3075,74189,100,1,0,1
996,74189,100,1,1,0
3933,74189,271,1,0,0
996,74189,271,1,1,1
3933,74189,121,1,0,1
3075,74189,121,1,1,0
6609,74189,148,1,0,1
3075,74189,148,1,1,0
132,74189,200,1,0,1
3075,74189,200,1,1,0
5073,74189,17,1,0,0
3075,74189,17,1,1,1
5737,74189,361,0,0,1
5737,74218,437,0,1,1
5737,74220,363,0,1,1
5737,74220,127,0,1,1
5737,74179,299,0,0,1
1954,74210,192,1,1,1
5737,74210,192,1,0,0
2739,74210,214,1,1,0
5737,74210,214,1,0,1
415,74222,328,0,1,1
4775,74171,286,0,0,1
4931,74174,455,0,0,1
4931,74181,475,0,0,1
4931,74215,460,0,1,1
4931,74190,189,1,1,0
5737,74190,189,1,0,1
5737,74211,353,0,1,1
5737,74184,350,0,0,1
5737,74214,385,0,1,1
5737,74181,495,0,0,1
5737,74183,269,0,0,1
4931,74190,103,1,1,1
5737,74190,103,1,0,0
2739,74210,16,1,1,0
5737,74210,16,1,0,1
5737,74214,188,0,1,1
5737,74185,402,0,0,1
5073,74189,248,1,0,0
5737,74189,248,1,1,1
5073,74189,206,1,0,1
1954,74189,206,1,1,0
5757,74189,26,1,0,0
1954,74189,26,1,1,1
4931,74208,120,1,1,1
5073,74208,120,1,0,0
2739,74210,5,1,1,1
5073,74210,5,1,0,0
4805,74210,37,1,1,0
5073,74210,37,1,0,1
2739,74221,196,0,1,1
4931,74211,116,0,1,1
7099,74176,250,0,0,1
4931,74215,135,0,1,1
2739,74177,168,0,0,1
3365,74186,129,0,0,1
877,74216,104,0,1,1
3075,74208,464,1,1,1
877,74208,464,1,0,0
4805,74210,29,1,1,0
877,74210,29,1,0,1
3075,74217,244,0,1,1
877,74208,329,1,0,1
3075,74208,329,1,1,0
5073,74196,166,1,0,0
3075,74196,166,1,1,1
3075,74184,396,0,0,1
3075,74213,315,0,1,1
3075,74217,490,0,1,1
3075,74215,208,0,1,1
3075,74177,142,0,0,1
3075,74183,374,0,0,1
4805,74210,121,1,1,1
3075,74210,121,1,0,0
4916,74210,185,1,1,0
3075,74210,185,1,0,1
3075,74182,309,0,0,1
1780,74185,455,0,0,1
3075,74219,372,0,1,1
3075,74213,286,0,1,1
3075,74212,469,0,1,1
3075,74217,393,0,1,1
3075,74214,344,0,1,1
4671,74215,425,0,1,1
3937,74224,319,0,1,1
3937,74184,376,0,0,1
4671,74184,170,0,0,1
5073,74196,69,1,0,1
4671,74196,69,1,1,0
7099,74192,35,1,0,0
4671,74192,35,1,1,1
5073,74212,298,0,1,1
5073,74211,380,0,1,1
7099,74192,224,1,0,1
5073,74192,224,1,1,0
5757,74189,210,1,0,1
5073,74189,210,1,1,0
6318,74189,3,1,0,0
5073,74189,3,1,1,1
5757,74217,155,0,1,1
5757,74214,215,0,1,1
5757,74188,167,0,0,1
5757,74182,257,0,0,1
6246,74178,370,0,0,1
765,74180,153,0,0,1
765,74181,116,0,0,1
1780,74206,154,1,1,1
765,74206,154,1,0,0
4916,74210,11,1,1,0
765,74210,11,1,0,1
1206,74177,196,0,0,1
1206,74184,385,0,0,1
1206,74182,480,0,0,1
4916,74210,11,1,1,1
1206,74210,11,1,0,0
6133,74210,130,1,1,0
1206,74210,130,1,0,1
1206,74213,448,0,1,1
1206,74181,390,0,0,1
4916,74212,446,0,1,1
1206,74198,458,1,0,1
4916,74198,458,1,1,0
6318,74189,7,1,0,0
4916,74189,7,1,1,1
6246,74182,494,0,0,1
6246,74214,387,0,1,1
6246,74184,121,0,0,1
6246,74213,224,0,1,1
7099,74211,196,0,1,1
3075,74212,378,0,1,1
3075,74220,358,0,1,1
6318,74189,158,1,0,1
3075,74189,158,1,1,0
4670,74189,294,1,0,1
3075,74189,294,1,1,0
2998,74189,25,1,0,0
3075,74189,25,1,1,1
5757,74203,145,1,1,0
3075,74203,145,1,0,1
6318,74211,210,0,1,1
7326,74189,407,0,0,1
2998,74189,329,1,0,0
7326,74189,329,1,1,1
7326,0,0,1,1,1
5757,74203,270,1,1,1
7326,74203,270,1,0,0
4916,74205,228,1,1,0
7326,74205,228,1,0,1
7326,74187,411,0,0,1
2408,74215,480,0,1,1
2408,74212,446,0,1,1
4916,74205,110,1,1,0
7326,74205,110,1,0,1
5007,74223,271,0,1,1
6318,74179,306,0,0,1
6318,74216,129,0,1,1
6318,74211,241,0,1,1
877,74186,468,0,0,1
877,74188,321,0,0,1
877,74183,313,0,0,1
4916,74205,35,1,1,1
877,74205,35,1,0,0
7099,74207,72,1,1,0
877,74207,72,1,0,1
877,74188,435,0,0,1
7099,74207,205,1,1,0
877,74207,205,1,0,1
877,74215,201,0,1,1
877,74185,337,0,0,1
877,74200,264,1,1,1
3365,74200,264,1,0,0
7099,74207,106,1,1,0
3365,74207,106,1,0,1
7099,74207,68,1,1,1
877,74207,68,1,0,0
1780,74208,182,1,1,0
877,74208,182,1,0,1
4916,74192,342,1,0,0
877,74192,342,1,1,1
4635,74188,418,0,0,1
4635,74219,162,0,1,1
4635,74184,190,0,0,1
4916,74192,52,1,0,1
4635,74192,52,1,1,0
7326,74190,127,1,0,0
4635,74190,127,1,1,1
4635,74182,149,0,0,1
4635,74214,347,0,1,1
1780,74208,131,1,1,1
4916,74208,131,1,0,0
6246,74208,67,1,1,0
4916,74208,67,1,0,1
4635,74193,257,1,0,0
4916,74193,257,1,1,1
826,74216,420,0,1,1
4635,74193,20,1,0,1
826,74193,20,1,1,0
7326,74190,29,1,0,1
826,74190,29,1,1,0
2408,74190,167,1,0,1
826,74190,167,1,1,0
7326,74190,230,1,0,0
826,74190,230,1,1,1
6246,74208,50,1,1,1
826,74208,50,1,0,0
6133,74210,116,1,1,1
826,74210,116,1,0,0
7312,74210,267,1,1,0
826,74210,267,1,0,1
826,0,0,1,0,1
7312,74210,32,1,1,1
826,74210,32,1,0,0
4764,74210,272,1,1,1
826,74210,272,1,0,0
3758,74210,115,1,1,0
826,74210,115,1,0,1
826,74215,453,0,1,1
7326,74190,26,1,0,1
826,74190,26,1,1,0
3365,74190,353,1,0,0
826,74190,353,1,1,1
3365,74190,108,1,0,1
826,74190,108,1,1,0
2998,74189,10,1,0,1
826,74189,10,1,1,0
3887,74189,334,1,0,1
826,74189,334,1,1,0
1609,74189,27,1,0,0
826,74189,27,1,1,1
3887,74186,311,0,0,1
826,74191,294,1,0,1
3887,74191,294,1,1,0
1609,74189,23,1,0,0
3887,74189,23,1,1,1
826,74184,350,0,0,1
3365,74187,257,0,0,1
3365,74213,425,0,1,1
5645,74224,443,0,1,1
5645,74218,485,0,1,1
5645,74186,216,0,0,1
5645,74219,484,0,1,1
3887,74209,151,1,1,0
5645,74209,151,1,0,1
6157,74177,145,0,0,1
6157,74214,403,0,1,1
6157,74212,339,0,1,1
6157,74185,266,0,0,1
5645,74186,482,0,0,1
3887,74209,113,1,1,1
5645,74209,113,1,0,0
826,74209,247,1,1,0
5645,74209,247,1,0,1
5645,74186,132,0,0,1
3887,74182,283,0,0,1
5645,74187,384,0,0,1
3365,74187,255,0,0,1
5645,74185,445,0,0,1
3573,74184,158,0,0,1
4687,74223,189,0,1,1
826,74209,76,1,1,1
4687,74209,76,1,0,0
3758,74210,117,1,1,0
4687,74210,117,1,0,1
4687,74211,303,0,1,1
3887,74193,343,1,0,0
4687,74193,343,1,1,1
4687,74181,220,0,0,1
5349,74218,205,0,1,1
153,74172,391,0,0,1
153,74214,432,0,1,1
826,74206,137,1,1,1
3573,74206,137,1,0,0
3758,74210,178,1,1,1
3573,74210,178,1,0,0
2175,74210,112,1,1,0
3573,74210,112,1,0,1
3101,74172,371,0,0,1
3758,74217,326,0,1,1
2175,74210,192,1,1,1
3758,74210,192,1,0,0
6892,74210,164,1,1,1
3758,74210,164,1,0,0
6892,74210,4,1,1,0
3758,74210,4,1,0,1
3758,74214,119,0,1,1
3573,74198,142,1,0,1
3758,74198,142,1,1,0
4687,74196,86,1,0,0
3758,74196,86,1,1,1
3436,74221,474,0,1,1
3758,74207,439,1,1,1
3436,74207,439,1,0,0
6892,74210,13,1,1,0
3436,74210,13,1,0,1
3436,74186,164,0,0,1
3436,74178,280,0,0,1
691,74214,349,0,1,1
1589,74175,398,0,0,1
691,74219,119,0,1,1
3758,74181,157,0,0,1
3573,74183,284,0,0,1
826,74187,139,0,0,1
826,74217,329,0,1,1
826,74212,248,0,1,1
5645,74213,161,0,1,1
5645,74215,162,0,1,1
826,74213,420,0,1,1
826,74182,114,0,0,1
182,74216,465,0,1,1
6133,74179,210,0,0,1
6133,74179,483,0,0,1
6246,74220,183,0,1,1
2563,74189,298,0,0,1
2563,74211,208,0,1,1
2563,74184,345,0,0,1
4916,74187,212,0,0,1
4916,74212,254,0,1,1
4916,74182,146,0,0,1
2102,74183,333,0,0,1
5645,74204,161,1,1,0
2102,74204,161,1,0,1
2102,74181,142,0,0,1
2102,74213,134,0,1,1
1780,74219,403,0,1,1
1780,74211,445,0,1,1
877,74215,411,0,1,1
877,74185,468,0,0,1
7811,74218,328,0,1,1
3573,74198,130,1,0,1
7811,74198,130,1,1,0
4687,74196,12,1,0,0
7811,74196,12,1,1,1
7099,74219,338,0,1,1
4687,74196,23,1,0,1
7099,74196,23,1,1,0
6892,74194,289,1,0,1
7099,74194,289,1,1,0
826,74194,128,1,0,1
7099,74194,128,1,1,0
182,74194,58,1,0,0
7099,74194,58,1,1,1
7099,74216,408,0,1,1
7099,74185,254,0,0,1
182,74194,213,1,0,1
7099,74194,213,1,1,0
3887,74193,140,1,0,0
7099,74193,140,1,1,1
7099,74215,377,0,1,1
5645,74204,30,1,1,1
7099,74204,30,1,0,0
4764,74204,295,1,1,0
7099,74204,295,1,0,1
7099,74184,226,0,0,1
182,74220,484,0,1,1
926,74189,114,0,0,1
926,74182,280,0,0,1
926,74188,416,0,0,1
7071,74216,334,0,1,1
3887,74193,7,1,0,1
7071,74193,7,1,1,0
2998,74192,233,1,0,1
7071,74192,233,1,1,0
3101,74192,221,1,0,0
7071,74192,221,1,1,1
7071,74215,207,0,1,1
3101,74192,187,1,0,1
7071,74192,187,1,1,0
3758,74192,310,1,0,0
7071,74192,310,1,1,1
7071,74217,108,0,1,1
465,74173,263,0,0,1
465,74218,220,0,1,1
7071,74215,200,0,1,1
4566,74173,357,0,0,1
4566,74214,346,0,1,1
4566,74221,450,0,1,1
3758,74192,107,1,0,1
4566,74192,107,1,1,0
1780,74192,146,1,0,1
4566,74192,146,1,1,0
7326,74191,15,1,0,0
4566,74191,15,1,1,1
4566,74184,270,0,0,1
4315,74187,349,0,0,1
7326,74191,141,1,0,1
4315,74191,141,1,1,0
877,74191,123,1,0,0
4315,74191,123,1,1,1
7326,74182,163,0,0,1
1780,74213,351,0,1,1
1780,74179,465,0,0,1
1780,74213,430,0,1,1
1780,74215,281,0,1,1
4764,74204,62,1,1,1
3758,74204,62,1,0,0
3573,74206,316,1,1,1
3758,74206,316,1,0,0
691,74207,12,1,1,0
3758,74207,12,1,0,1
877,74191,196,1,0,1
3758,74191,196,1,1,0
6157,74190,149,1,0,0
3758,74190,149,1,1,1
3758,74218,416,0,1,1
6157,74190,134,1,0,1
3573,74190,134,1,1,0
2563,74190,79,1,0,0
3573,74190,79,1,1,1
3573,74213,261,0,1,1
3573,74213,340,0,1,1
691,74207,177,1,1,0
6157,74207,177,1,0,1
6157,74179,210,0,0,1
691,74207,92,1,1,1
6157,74207,92,1,0,0
877,74207,129,1,1,0
6157,74207,129,1,0,1
691,74220,343,0,1,1
4764,74183,280,0,0,1
4764,74211,150,0,1,1
7071,74182,133,0,0,1
7071,74183,247,0,0,1
5899,74185,409,0,0,1
5899,74183,415,0,0,1
7071,74186,434,0,0,1
4764,74193,231,1,0,1
7071,74193,231,1,1,0
2563,74190,108,1,0,1
7071,74190,108,1,1,0
7326,74190,151,1,0,0
7071,74190,151,1,1,1
7071,74214,254,0,1,1
877,74207,29,1,1,1
2563,74207,29,1,0,0
6157,74207,227,1,1,0
2563,74207,227,1,0,1
2563,0,0,1,0,1
734,74177,425,0,0,1
6157,74207,24,1,1,1
2563,74207,24,1,0,0
1780,74208,226,1,1,1
2563,74208,226,1,0,0
691,74208,133,1,1,0
2563,74208,133,1,0,1
2563,0,0,1,0,1
3381,74219,311,0,1,1
2563,74183,194,0,0,1
2563,74216,342,0,1,1
691,74208,35,1,1,1
2563,74208,35,1,0,0
2563,74208,283,1,1,0
2563,74208,283,1,0,1
2563,74215,241,0,1,1
3585,74219,212,0,1,1
2563,74183,258,0,0,1
2563,74187,385,0,0,1
3585,74216,419,0,1,1
3585,74214,234,0,1,1
2868,74174,326,0,0,1
7071,74192,157,1,0,0
2868,74192,157,1,1,1
7071,74192,86,1,0,1
3585,74192,86,1,1,0
7326,74190,12,1,0,1
3585,74190,12,1,1,0
3758,74190,230,1,0,0
3585,74190,230,1,1,1
3585,74187,362,0,0,1
7326,74178,228,0,0,1
7326,74220,111,0,1,1
3585,74212,271,0,1,1
3585,74188,390,0,0,1
7326,74187,498,0,0,1
3758,74190,78,1,0,1
7326,74190,78,1,1,0
3573,74190,143,1,0,0
7326,74190,143,1,1,1
3585,74188,335,0,0,1
3585,74220,459,0,1,1
3573,74190,200,1,0,1
7326,74190,200,1,1,0
1609,74189,31,1,0,0
7326,74189,31,1,1,1
2022,74211,156,0,1,1
7326,74215,362,0,1,1
1609,74189,136,1,0,0
3573,74189,136,1,1,1
3758,74183,457,0,0,1
3758,74179,295,0,0,1
1609,74189,41,1,0,1
3573,74189,41,1,1,0
1586,74189,158,1,0,1
3573,74189,158,1,1,0
3245,74189,171,1,0,1
3573,74189,171,1,1,0
2121,74189,44,1,0,0
3573,74189,44,1,1,1
2121,74189,249,1,0,1
7326,74189,249,1,1,0
3631,74189,43,1,0,0
7326,74189,43,1,1,1
7326,74179,416,0,0,1
3573,74214,254,0,1,1
3573,74182,207,0,0,1
3573,74215,166,0,1,1
3573,74213,489,0,1,1
3573,74212,464,0,1,1
7326,74212,155,0,1,1
3245,74181,352,0,0,1
3245,74211,213,0,1,1
3245,74183,477,0,0,1
3245,74214,431,0,1,1
3245,74186,369,0,0,1
3245,74215,368,0,1,1
3245,74215,141,0,1,1
3631,74189,351,1,0,1
3245,74189,351,1,1,0
4385,74189,27,1,0,0
3245,74189,27,1,1,1
3245,74212,179,0,1,1
3245,74218,279,0,1,1
4337,74220,326,0,1,1
3631,74205,248,1,1,0
4337,74205,248,1,0,1
3631,74205,177,1,1,1
4337,74205,177,1,0,0
2563,74206,132,1,1,1
4337,74206,132,1,0,0
2563,74208,52,1,1,1
4337,74208,52,1,0,0
2563,74208,86,1,1,0
4337,74208,86,1,0,1
2563,74208,107,1,1,0
2563,74208,107,1,0,1
2563,74217,197,0,1,1
2563,74185,485,0,0,1
3631,74214,145,0,1,1
3631,74176,302,0,0,1
1609,74182,198,0,0,1
1609,74188,386,0,0,1
1609,74216,150,0,1,1
1609,74177,316,0,0,1
2563,74195,328,1,0,1
1609,74195,328,1,1,0
4385,74189,105,1,0,0
1609,74189,105,1,1,1
4385,74189,161,1,0,1
1609,74189,161,1,1,0
7318,74189,64,1,0,0
1609,74189,64,1,1,1
176,74212,169,0,1,1
7318,74189,245,1,0,1
4385,74189,245,1,1,0
5932,74189,152,1,0,1
4385,74189,152,1,1,0
6020,74189,50,1,0,0
4385,74189,50,1,1,1
4385,74188,454,0,0,1
5932,74180,296,0,0,1
2563,74208,1,1,1,1
5932,74208,1,1,0,0
3585,74208,245,1,1,1
5932,74208,245,1,0,0
5645,74209,254,1,1,0
5932,74209,254,1,0,1
4385,74207,145,1,0,0
3585,74207,145,1,1,1
3585,74220,293,0,1,1
3585,74213,383,0,1,1
2563,74184,485,0,0,1
2563,74215,225,0,1,1
2563,74182,442,0,0,1
2563,74221,487,0,1,1
2563,74187,395,0,0,1
2211,74214,323,0,1,1
5645,74209,178,1,1,1
2211,74209,178,1,0,0
3631,74209,178,1,1,1
2211,74209,178,1,0,0
6892,74210,2,1,1,0
2211,74210,2,1,0,1
2211,74187,177,0,0,1
6892,74210,193,1,1,1
3631,74210,193,1,0,0
1051,74210,67,1,1,0
3631,74210,67,1,0,1
1051,74210,179,1,1,1
6892,74210,179,1,0,0
6447,74210,24,1,1,0
6892,74210,24,1,0,1
2211,74208,221,1,0,0
6892,74208,221,1,1,1
6892,74221,180,0,1,1
6892,74188,402,0,0,1
6892,74186,371,0,0,1
6892,74181,390,0,0,1
2211,74208,203,1,0,1
6892,74208,203,1,1,0
4385,74207,57,1,0,0
6892,74207,57,1,1,1
6892,74211,212,0,1,1
6447,74210,183,1,1,1
6892,74210,183,1,0,0
4553,74210,109,1,1,0
6892,74210,109,1,0,1
6892,74217,489,0,1,1
3051,74181,238,0,0,1
4553,74210,27,1,1,1
