orderID,price,quantity,type,side,fullyFilled
219,74208,208,1,0,1
176,74189,3,1,0,1
219,74189,3,1,1,0
87,74189,368,1,0,0
219,74189,368,1,1,1
219,0,0,1,1,1
87,74189,93,1,0,1
219,74189,93,1,1,0
188,74189,272,1,0,0
219,74189,272,1,1,1
191,74208,98,1,1,1
176,74208,98,1,0,0
208,74208,86,1,1,0
176,74208,86,1,0,1
87,74207,338,1,0,0
186,74207,338,1,1,1
139,74222,408,0,1,1
208,74208,76,1,1,1
225,74208,76,1,0,0
175,74209,237,1,1,0
225,74209,237,1,0,1
175,74209,25,1,1,1
226,74209,25,1,0,0
150,74209,286,1,1,0
226,74209,286,1,0,1
87,74207,55,1,0,1
226,74207,55,1,1,0
219,74190,277,1,0,0
226,74190,277,1,1,1
226,74208,102,1,1,1
87,74208,102,1,0,0
150,74209,145,1,1,1
87,74209,145,1,0,0
13,74209,72,1,1,0
87,74209,72,1,0,1
13,74209,171,1,1,1
226,74209,171,1,0,0
164,74209,137,1,1,0
226,74209,137,1,0,1
219,74190,88,1,0,1
13,74190,88,1,1,0
188,74189,156,1,0,0
13,74189,156,1,1,1
129,74184,289,0,0,1
204,74189,413,0,0,1
164,74209,94,1,1,1
232,74209,94,1,0,0
116,74210,117,1,1,0
232,74210,117,1,0,1
159,74188,254,0,0,1
159,74207,186,1,1,1
237,74207,186,1,0,0
116,74210,158,1,1,0
237,74210,158,1,0,1
204,74195,190,1,0,1
246,74195,190,1,1,0
225,74191,252,1,0,0
246,74191,252,1,1,1
225,74191,15,1,0,1
250,74191,15,1,1,0
236,74190,172,1,0,0
250,74190,172,1,1,1
236,74190,154,1,0,0
252,74190,154,1,1,1
252,0,0,1,1,1
222,74218,281,0,1,1
247,74206,265,1,1,0
262,74206,265,1,0,1
253,74196,150,1,0,1
273,74196,150,1,1,0
262,74193,114,1,0,0
273,74193,114,1,1,1
247,74206,75,1,1,1
279,74206,75,1,0,0
273,74206,298,1,1,0
279,74206,298,1,0,1
120,74182,204,0,0,1
23,74218,195,0,1,1
134,74181,457,0,0,1
